song_title,lyrics
Inside Job,"Underneath this smile lies everything
All my hopes and anger, pride and shame
Make myself a pact not to shut doors on the past
Just for today I am free
I will not lose my faith
It's an inside job today
I know this one thing well…
I used to try and kill love. the highest sin
Breathing insecurity out and in
Searching hope, I'm shown the way to run straight
Pursuing the greater way for all human light.
How I choose to feel is how I am.
How I choose to feel is how I am.
I will not lose my faith
It's an inside job today
Holding on, the light of night
On my knees to rise and fix my broken soul
Again
Let me run into the rain
To be a human light again
Let me run into the rain
To shine a human light today
Life comes from within your heart and desire
Life comes from within my heart and desire
Life comes from within your heart and desire"
Can't Keep,"i wanna shake, i wanna wind out
i wanna leave this mind and shout
i've lived all this life
like an ocean in disguise
i don't live forever
you can't keep me here...
i wanna race with the sundown
i want a last breath that i don't let out
forgive every being
the bad feelings, it's just me
i won't wait for answers
you can't keep me here...
i wanna rise and say a-goodnight
i wanna take a look on the other side
i've lived all these lives
it's been wonderful at night
i will live forever
you can't keep me here..."
Save You,"i'm gonna save you fucker, not gonna lose you
i'm feeling cocky and strong, can't let you go
too important to me, and too important to us
we'd be lost without you
i'm there, let yourself fall, i'm right below you now
and fuck me if i say something you don't want to hear, from me
and fuck me if you only hear what you wanna hear, from me, if i care
but i'm not leaving here
you helped me when i was down, i'll help when you're down
why are you hitting yourself? c'mon and hit me instead
let's pick up your will, it's grown fat and lazy
it's sympathetic as well, don't go on me now
and i'm not living this life without you, i'm selfish and clear
and you're not leaving here without me, i don't wanna be without...
my best friend
wake up to see you could have it all
whoa!
cuz there is but you, and something within you
has taken control, let's beat it
get up, let's go
oh, you're in your own world, let's see the whole world!
let's pick up your soul
and fuck me if i say something you don't wanna hear from me (fuck me)
and fuck me if you only hear the tremble in your head
please help me to help you help yourself!
help me help yourself
help me, please want me to
please let me to, help you..."
Love Boat Captain,"is this just another day, this god forgotten place
first comes love and then comes pain, let the games begin
questions rise and answers fall, insurmountable
love boat captain, take the reigns and steer us towards the clear, here
it's already been sung, but it can't be said enough
all you need is love
is this just another phase? of earthquakes making waves
trying to shake the cancer off? oh, stupid human beings
once you hold the hand of love, it's all surmountable
hold me and make it the truth
that when all is lost there'll be you
cuz to the universe, i don't mean a thing
and there is just one word i still believe
and it's love...
it's an art to live with pain, mix the light into grey
lost nine friends we'll never know, two years ago today
and if our lives became too long, would it add to our regret?
and the young they can lose hope
cuz they can't see beyond today...
the wisdom that the old can't give away, hey
constant recoil
sometimes life don't leave you alone
hold me and make it the truth
that when all is lost there will be you
cuz to the universe, i don't mean a thing
and there is just one word and i still believe
and it's love... love, love, love, love
love boat captain, take the reigns, steer us towards the clear
i know it's already been sung, it can't be said enough
love is all you need... all you need is love
love, love..."
Cropduster,"light green to green, dark green, brown
every life is falling down
brown to black, its coming back
dies to be part of the ground
seed to seedling, root to stem
eyes, no eyes, there's no difference
every life is looking in
swallowing seeds on my death bed
dig a hole in the garden
everyone is practicing
but this world's an accident
i was the fool because i thought
i thought the world
turns out the world thought me
its all the other way 'round
we're upside down
daddy's gone up in flames
but this ain't no movie
this ain't no book you can close
when the big lie hits your eye
everyone is practicing
our world's an accident
i was the fool because i thought
i thought the world
turns out the world thought me
its all the other way 'round
we're upside down
down, down, down...
let the fluency set it down
let the fluency set it down
there's an upside of down
the moon is rolling 'round the world
the moon is rolling 'round the world
the world
our world..."
Ghost,"the mind is grey like the city, packing in and overgrown
love is deep, dig it out
standing in a hole alone
working for something that one can never hold
a place in the clouds
a good place to hide oh my oh...
so i'm flying (away, away)
driving (away, away)
finding, hoping, ways i missed before
i missed before
the tv, she talks to me
breaking news and building walls
selling me what i don't need
i never knew soap made you taller
so i'm riding (away, away)
hiding (away, away)
so much talk it makes no sense at all
my senses have gone...
so i'm hiding (away, away)
driving (away, away)
passing new friends i won't know at all
won't know at all
it doesn't hurt when i bleed
but my memories, they eat me
i've seen it all before...
bring it on, cuz i'm no victim
dying (away, away)
dying (away, away)
dying
dying..."
I Am Mine,"The selfish, they're all standing in line
Faithing and hoping to buy themselves time
Me, I figure as each breath goes by
I only own my mind
North is to South what the clock is to time
There's east and there's west and there's everywhere life
I know I was born and I know that I'll die
In between is mine
I am mine
And the feeling it gets left behind
All the innocence lost at one time
Significance behind the eyes
There's no need to hide
We're safe tonight
The ocean is full 'cause everyone's crying
The full moon is looking for friends at high tide
The sorrow grows bigger when the sorrow's denied
I only know my mind
I am mine
And the feeling it gets left behind
All the innocence lost at one time
Significance between the eyes
There's no need to hide
We're safe tonight
What
And no feeling that gets left behind
All the innocent lost among time
We are all different behind the eyes
There is no need to hide
And the feeling that gets left behind
All the innocence broken with lies
Yeah. We are all doomed behind the eyes
They're saying to hide
Yeah, yeah yeah"
Thumbing My Way,"I have not been home since you left long ago
I'm thumbing my way back to heaven
Counting steps walking backwards on the road
I'm counting my way back to heaven
I can't be free with what's locked inside of me
If there was a key you took it in your hand
There's no wrong or right, but I'm sure there's good and bad
The questions linger overhead
No matter how cold the winter there's a springtime ahead
I'm thumbing my way back to heaven
I wish that i could hold you, I wish that I had
thinking 'bout heaven
I let go of the rope thinking that's what held me back
And in time i've realized, it's now wrapped around my neck
I can't see what's next from this lonely overpass
Hang my head and count my steps, as another car goes past
All the rusted signs we ignore throughout our lives
Choosing the shiny ones instead
I turned my back, now there's no turning back
No matter how cold the winter there's a springtime ahead
I smile but who am I kidding?
I'm just walking the miles, every once in a while get a ride
Thumbing my way back to heaven"
You Are,"This broken wheel is coming undone
And the road's exploding
But you're keeping me strong
Rolling along with you
Love is a tower, and you're the key
Leading me higher, when you let me in
Keeping us close (so close)
Oh, on down the line
Sometimes I burn like a dot on the sun
With no one knowing
But you're keeping me strong
Moving along with you
You are a tower, of strength to me
The darkening hour, sees light again
Again...
You are, you are, you are, you are
You are, you are, you are, you are
You are...
Love is a tower, of strength to me
I am the shoreline, but you're the sea
The sea
You are, you are...
..."
Get Right,"i want for to lay down, i'm waiting 'till sundown
i'm searching the haystacks, water is sunshine, wait for the moment
the moment between us, the fire is made now, hot to the touch
i wanted to get right
i wanted to get right
i wanted to get right with you
bakers dozen parades, stand and debate
out single file, nine in a row, swear if you must
keeping your boots on, float with the now, hot to the touch
concrete underground, cast out everyday, the dregs of society
underbelly, inside of me, rejoice and follow thee
i wanted to get right
i wanted to get right
i wanted to get right with it, with you
with... you...
yeah
i wanted to get right
i wanted to get right
i wanted to get right
..."
Green Disease,"(see a green disease, a)
(green disease, a)
(green disease)
it's a disease and they're all green
it emanates from their being
a satiation with occupation
and like weeds with big leaves
stealing light from what's beneath
where they have more
still they take more
i know, then i don't
there's a stow-away with my throat
it's deceiving, i don't believe him
we can scream out our doors
behind the wall, a fat man snores
in his dreams, he's choking ti leaves
well i guess there's nothing wrong with what you say
but don't sell me, ""there can't be better ways""
tell the captain, ""the boat's not safe, we're drowning""
turns out he's the one making waves, waves, waves...
well i said there's nothing wrong with what you say
believe me, i'm just asking you to sway
no white or black, just grey
can you feel this world with your heart and not your brain?
brain...
see a green disease, a
grean disease, a..."
Help Help,"tell me what i want to hear
this shit's too good to be true, my dear
tell me lies, tell me lies, tell me
tell me lies, tell me
help me, help me, help me
help me, help me, help me
a storybook keeps from hurting me, you see
shell of the man from the sea
tell me lies, tell me lies, tell me
tell me lies, tell me
tell me why, tell me why, tell me
tell me why, tell me
tell me lies, tell me lies, tell me
tell me lies, tell me
help me, help me, help me
help me, help me, help me
reservoir of hate and fear
invisible, in repair
a hundred thieves cast a spell
this is hell
help me, help me, help me
help me, help me, help me
the man they call my enemy, i've seen his eyes
he looks just like me, a mirror
the more you read, we've been deceived
everyday it becomes clearer
clearer, clearer, clearer, clearer...
not my enemy
no, not my enemy
don't speak for me
no, not my enemy"
Bu$hleaguer,"how does he do it? how do they do it? uncanny and immutable
this is such a happening tailpipe of a party
like sugar, the guests are so refined
a confidence man, but why so beleaguered?
he's not a leader, he's a texas leaguer
swinging for the fence, got lucky with a strike
drilling for fear makes the job simple
born on third, thinks he got a triple
blackout weaves its way through the city
blackout weaves its way through the city
blackout weaves its way...
i remember when you sang that song about today
now it's tomorrow and everything has changed
a think tank of aloof multiplication
a nicotine wish and a columbus decanter
retrenchment and hoggishness
the aristocrat choir sings, ""what's the ruckus?""
the haves have not a clue
the immenseness of suffering
and the odd negotiation, a rarity
with onionskin plausibility of life
and a keyboard reaffirmation
blackout weaves its way through the city
blackout weaves its way through the city
blackout weaves its way...
i remember when you sang that song about today
now it's tomorrow and everything has changed
i remember when you sang that song about today
now it's tomorrow and everything has changed
changed, changed, chains, etc..."
1/2 Full,"climbing on the mountain, floating out on the sea
far from lights of a city, the elements they speak to me
whispering that life, existed long before greed
and balancing the world on its knee
don't see some men as half empty, see them half full of shit
thinking that we're all but slaves
there ain't gonna be
no middle anymore, it's been said before
the haves be having more, yet still bored
won't someone save?
won't someone save the world?
won't...
won't...
..."
Arc,Chanting
All or None,"it's a hopeless situation
and i'm starting to believe
that this hopeless situation
is what i'm trying to achieve
but i try to run on
it's all or none
all or none...
here's the selfless confession
leading me back to war
can we help that our destinations
are the ones we've been before?
i still try to run on
but it's all or none
all or none...
to myself, i surrender
to the one i'll never please
but i still try to run on
no, i still try to run on
but it's all or none
all or none..."
Breakerfall,"Ah.
There's a girl on a ledge who's got nowhere to turn.
Cause all the love that she had was just wood that she burned.
Now her life is on fire it's no ones concern.
She can blame the world or prey till dawn.
But only love can break her fall.
Break her fall. Yeah, only love can break her fall. Fall.
It's like she lost her invitation to the party on earth and she's standing outside hating everyone here.
Yeah, she's her own disease, crying to her doll.
But only love can break her fall.
Break her fall. Only love can break her fall. Yeah.
Yeah fall. Blame the world. Break her fall. Break her fall.
Love, love, love can break her fall. Who?
Now only love can break her fall.
Love, love can break her fall. Fall.
Love, love can break her fall.
Only love can break her."
Gods' Dice,"It's out of my hands making your hands meet.
Stumble rises crumbling out of reach.
It's in the cards of destiny your sanity in tow.
Designate my luck. Uh resignate.
This power has no roots to guide. No role.
Trust me. Rusted minds refuse to go.
Unwillingness is meaningless to walk away in vain.
Designate my will.
Ah, designate my fill.
Ah resignate.
My will is crashing. Synapses flashing slow.
Ah, days like frame by frame. Where do they go?
Ah yeah, why fight? Forget it. Cannot spend it after I go.
Roll them high. Throw them again. All god's dice.
Monkey driven. Call this living? Ha.
Ah, too much thought it's overwrought a hole.
Yeah, minding yours what's mine not yours.
Will finish us off.
Ah, designate my life.
Ah, designate my view.
Ah, resignate my will, my will, my will, I will.
Resignate my god."
Evacuation,"The sirens scream wanton attention.
Time to take heed and change direction.
Time to take stock and make omissions.
Evacuation. Evacuation.
Time to take leave all formal functions.
Time to plant seeds of a reconstruction.
No time this time to feign reluctance.
It's like your waiting for a diamond shore to wash your way.
Bets put aside you're evil. Lets crawl into your face.
A vision vague or not raising a frightful wake you up.
Time for evacuation. Evacuation. Evacuation. Evacuation.
Evacuation. Evacuation.
There was a solemn man. Watched his twilight disappear. In the sand.
Altered by a falling eagle. A warning sign. Sign.
He sensed that worry could be strength with a plan he said, ""Time for evacuation.""
Evacuation. Evacuation. Evacuation. Evacuation. Evacuation. Evacuation. Evacuation. Evacuation. Evacuation. Evacuation. Evacuation. Evacuation. Evacuation. Evacuation. Evacuation. Evacuation. Evacuation."
Light Years,"I've used hammers made out of wood
I have played games with pieces and rules
I've deciphered tricks at the bar
But now your gone
I haven't figured out why
I've come up with riddles
And jokes about war
I've figured out numbers and what there for
I've understood feelings
And I've understood words
But how could you be taken away
And wherever you've gone
And wherever we might go
It don't seem fair
Today just disappeared
Your light's reflected now
Reflected from afar
We were but stones
Your light made us stars
With heavy breath
Awakened regrets
Back pages and days alone the could've been spent
Together but we were miles apart
Every inch between becomes light years now
No time to be void
Or save up on life
Oh you've got to spend it all
And wherever you've gone
And wherever we might go
It don't seem fair
You seemed to like it here
Your light's reflected now
Reflected from afar
We were but stones
Your light made us stars
And wherever you've gone
And wherever we might go
It don't seem fair
Today just disappeared
Your light's reflected now
Reflected from afar
We were but stones
Your light made us stars"
Nothing As It Seems,"Don't feel like home. He's a little out.
And all these words elope. It's nothing like your poem.
Putting in. Inputting in. Don't feel like methadone.
A scratching voice all alone it's nothing like your baritone.
It's nothing as it seems. The little that he needs. It's home.
The little that he sees. Is nothing he concedes. It's home.
One uninvited chromosome. A blanket like the ozone.
It's nothing as it seems. All that he needs. It's home.
The little that he frees is nothing he believes.
Saving up a sunny day. Something maybe two tone.
Anything of his own. A chip off the corner stone.
Who's kidding? Rainy day. A one way ticket headstone.
Occupations overthrown. A whisper through a megaphone.
It's nothing as it seems. The little that he needs. It's home.
The little that he sees is nothing he concedes. It's home.
And all that he frees. A little bittersweet. It's home.
It's nothing as it seems. The little that you see it's home."
Thin Air,"There's a light, when my baby's in my arms.
There's a light, when the window shades are drawn.
Hesitate when I feel I may do harm to her.
Wash it off cause this feeling we can share.
And I know she's reached my heart in thin air.
Byzantine is reflected in our pond.
There's a cloud, but the water remains calm.
Reaching in the suns fingers clutch the dawn to pass.
Even out, it's a precious thing to bear.
And I know she's reached my heart in thin air.
Yes I know she's reached my heart in thin air.
It's not in my past to presume.
Love can keep on moving in both directions.
How to be happy and true is the quest we're taking on together.
Take it on, on, on, on, on.
Take it on, on, on, on, on.
There's a light when my baby's in my arms.
And I know she's reached my heart in thin air.
And I know she's reached my heart in thin air.
And I know she's reached my heart in thin air.
Yes I know she's reached my heart."
Insignificance,"All in all it's no one's fault
Excuses turn to carbon walls
Blame it all on chemical intercourse
The swallowed seeds of arrogance
Breeding in the thoughts of ten
Thousand fools that fight irrelevance
The full moon is dead skin
The one down here's wearing thin
So set up the ten pins
As the human tide rolls in
Like a ball that's spinning
Bombs dropping down
Overhead, on the ground
It's instilled
To want to live
Bombs dropping down
Please forgive our hometown
In our insignificance
""Turn the jukebox up,"" he said
Dancing in irreverance
Play C-3
Let the song protest
The plates began to shift
Pefect lefts come rolling in
I was alone and far away
Hey
When I heard the band start playing
On the lip they take off
Bombs dropping down
Overhead, underground
It's instilled
To want to live
Bombs dropping down
Please forgive our hometown
In our insignificance
Feeling like resonance of distance
In the blood the iron lies
It's instilled
To want to live
Bombs dropping down
Please forgive our hometown
In our insignificance"
Of the Girl,"Oh he deals 'em, off, off of the top, ties 'em off
Fills it up with his past, gets carried away
Oh, half his life, a hand me down, wasted away
Oh, he fills it up with the love of a girl
Oh he left it alone, drilled the pain with money to buy
How he makes his getaway
How he makes his getaway
Oh he chose a path, heavy the fall, quarter to four
Fills his night with the thought of a girl
How he makes his getaway
How he makes his getaway
How he makes his getaway
Getaway"
Grievance,"Have a drink they're buying.
Bottom of bottle of denial.
Big eye, big eye watching me.
Have to wonder what it sees. Sin.
Progress laced with ramifications.
Freedom's big punch. Oh.
Pull the innocent from a crowd.
Raise those sticks them bring them down.
If they fail to obey.
Ah, if they fail to obey. Yeah yeah.
For every tool they lend us a loss of independence.
I pledge my grievance to the flag.
Cause you don't give blood then take it back again.
Oh we're all deserving something more.
Progress. Taste it. Invest it all.
Champagne breakfast for everyone. Everyone.
Break the innocent when they're proud.
Raise those stakes then bring them down.
If they fail to obey.
Yeah, ha, if they fail to obey.
Pledge your grievance to the flag.
Cause, don't give blood then take it back again.
Oh, we're all deserving something more.
Have a, have a drink, drink. Have a, have a drink, drink.
I want to breathe part of the scene.
I want to taste everyone I see.
I want to run when I'm up high.
I want to run to the sea.
I want life to be.
I just want to be.
I will feel alive as long as I am free."
Rival,"(dog playing tug-of-war)
All my rivals will see what I have in store. My gun.
I've been harboring fleets in this reservoir. Red sun.
And this nation's about to explode.
Your disciples are riddled with metaphors. Well hung.
Better pony up and bring both your barrels full. Not one.
As we release this unspeakable toll. Woh.
Every grain of sand equals all the stars around the world.
Ahh.
How's our mother to damn these contributors. With mud.
How will the man who made chemicals difficult. Shed blood.
How's our father supposed to be told.
I don't... ...know."
Sleight of Hand,"Routine was the theme
He'd wake up, wash and pour himself into uniform
Something he hadn't imagined being
As the merging traffic passed
He found himself staring down
At his own hands
Not remembering the change
Not recalling the plan
Was it?...
He was okay
But wondering
About wandering
Was it age?
By consequence?
Or was he moved sleight of hand?
Mondays were made to fall
Lost on a road he knew by heart
It was like a book he read in his sleep, endlessly
Sometimes he hid in his radio
Watching others pull into their homes
While he was drifting
On a line
Of his own
Off the line
Off the side
By the by
As dirt turned to sand
As if moved by sleight of hand
When he reached the shore of his clip-on world
He resurfaced to the norm
Organized his few things, his coat and keys
Any new realizations would have to wait
Till he had more time
More time
A time to dream
To himself
He waves goodbye
To himself
I'll see you on the other side
Another man moved by sleight of hand"
Soon Forget,"Sorry is the fool who trades his soul for a corvette.
Thinks he'll get the girl he'll only get the mechanic.
What's missing? He's living a day he'll soon forget.
That's one more time around. The sun is going down.
The moon is out but he's drunk and shouting.
Putting people down. He's pissing. He's living a day he'll soon forget.
Counts his money every morning. The only thing that keeps him horny.
Locked in a giant house that's alarming.
The townsfolk they all laugh.
Sorry is the fool who trades his love for hi-rise rent.
Seem the more you make equals the loneliness you get.
And it's fitting. He's barley living a day he'll soon forget.
That's one more time around and there is not a sound.
He's lying dead clutching Benjamins. Never put the money down.
He's stiffening. We're all whistling a man we'll soon forget."
Parting Ways,"Behind her eyes there's curtains and they've been closed to hide the flames. Remains.
She knows their futures burning but she can smile just the same. Same.
And though her mood is fine today there's a fear they'll soon be parting ways.
Standing like a statue. A chin of stone a heart of clay. Hey.
And thought he's too big a man to say there's a fear they'll soon be parting ways.
Drifting away. Drifting away. Drifting away. Away. Away.
Drifting away. Drifting away. Drifting away. Away. Away."
Brain of J.,"1 2 3 4 1 2 3 4. Sorry. 1 2 3 4 1 2 3 4.)
Who's got the brain of JFK?
What's it mean to us now. Yeah.
Pause, it sounds distrust.
But I can tell you this is no lie. Yeah.
The whole world will be different soon.
The whole world will be relieved.
The whole world will be different soon.
The whole world will be relieved.
Yeah, trust.
You? You've been taught, whipped into shape, now they got you in line. Yeah.
Stand behind the stripes. There will be order, so give it a good mind there.
The whole world will be different soon.
The whole world will be relieved.
The whole world will be different soon.
The whole world will be relieved. Woh.
And by name, the name they gave me, the name I'm letting go. Ahh.
The whole world will be different soon.
The whole world will be relieved.
The whole world will be different soon.
The whole world will be relieved.
The whole world will be different soon.
The whole world will be relieved.
The whole world will be different soon."
Faithful,"Plaque on the wall says that no one's slept here
It's rare to come upon a bridge that has not been around
Or been stepped on
Whatever the notions we laced in our prayers
The man upstairs is used to all of this noise
I'm through with screaming
And echoes nobody hears it goes it goes it goes
Like echoes nobody hears it goes it goes it goes
We're faithful we all believe we all believe it {4X}
And echoes nobody hears, it goes, it goes, it goes {2X}
We're faithful, we all believe, we all believe it {3X}
So faithful, we all believe, we all believe it
M.Y.T.H. is?
Belief in the game controls that keeps us in a box of fear
We never listen
Voice inside so drowned out
Drowned you are, you are, you are a furry thing
And everything is you
Me you, you me, it's all related
What's a boy to do?
Just be darling and I will be too
Faithful to you"
No Way,"Here's a token of my openness
Of my need to not disappear
How I'm feeling, so revealing to me
I found my mind too clear
I just need someone to be there for.. me
I just want someone to be there for.. me
All the static in my attic-a
Shoots down my sciatic nerve
To the ocean of my platitudes
Longitudes, latitudes, it's so absurd
I just need someone to be there for..
I just want someone to be there for..
Someone to be there for..
'Cause I'll stop trying to make a difference
I'm not trying to make a difference
I'll stop trying to make a difference
No way
Ooh, let's call in an angel
'Cause I'll stop trying to make a difference
I'm not trying to make a difference
I'll stop trying to make a difference
No way
'Cause I'll stop trying to make a difference
I'm not trying to make a difference
I'll stop trying to make a difference
No way
No way, no way
Let's call in an angel
Who's calling an angel?"
Given to Fly,"He could've tuned in tuned in
But he tuned out
A bad time nothing could save him
Alone in a corridor waiting locked out
He got up outta there ran for hundreds of miles
He made it to the ocean had a smoke in a tree
The wind rose up set him down on his knee
A wave came crashing like a fist to the jaw
Delivered him wings ""Hey look at me now""
Arms wide open with the sea as his floor
Oh power oh
He's flying
Whole
High wide, oh
He floated back down 'cause he wanted to share
His key to the locks on the chains he saw everywhere
But first he was stripped and then he was stabbed
By faceless men, well, fuckers
He still stands
And he still gives his love, he just gives it away
The love he receives is the love that is saved
And sometimes is seen a strange spot in the sky
A human being that was given to fly
High flying
Oh, oh
High flying
Oh, oh
He's flying
Oh, oh"
Wishlist,"I wish I was a neutron bomb, for once I could go off
I wish I was a sacrifice but somehow still lived on
I wish I was a sentimental ornament you hung on
The Christmas tree, I wish I was the star that went on top
I wish I was the evidence, I wish I was the grounds
For 50 million hands upraised and open toward the sky
I wish I was a sailor with someone who waited for me
I wish I was as fortunate, as fortunate as me
I wish I was a messenger and all the news was good
I wish I was the full moon shining off a Camaro's hood
I wish I was an alien at home behind the sun
I wish I was the souvenir you kept your house key on
I wish I was the pedal brake that you depended on
I wish I was the verb 'to trust' and never let you down
I wish I was a radio song, the one that you turned up
I wish, I wish, I wish, I wish
I guess it never stops..."
Pilate,"Talk of circles and punching out
Looking in drawing circles down
Falling up the south marking ground
Talking out of turn drawing circles down
Like Pilate I have a dog
Like Pilate I have a dog
Walks me out of town
Still one's a crowd
Making angels in the dirt
Looking up looking all around
Like Pilate I have a dog
{Obeys listens kisses loves}
Stunned by my own reflection
It's looking back, sees me too clearly
And I swore I'd never go there again
Not unlike a friend that politely drags you down, you down, you down
Like Pilate, I have a dog
{Obeys, listens, kisses, loves}"
Do the Evolution,"Woo
I'm ahead, I'm a man
I'm the first mammal to wear pants, yeah
I'm at peace with my lust
I can kill 'cause in god I trust, yeah
It's evolution, baby
I'm at piece, I'm the man
Buying stocks on the day of the crash
On the loose, I'm a truck
All the rolling hills, I'll flatten 'em out, yeah
It's herd behavior, uh huh
It's evolution, baby
Admire me, admire my home
Admire my son, he's my clone
Yeah, yeah, yeah, yeah
This land is mine, this land is free
I'll do what I want but irresponsibly
It's evolution, baby
I'm a thief, I'm a liar
There's my church, I sing in the choir:
(Hallelujah, hallelujah)
Admire me, admire my home
Admire my son, admire my clones
'Cause we know, appetite for a nightly feast
Those ignorant Indians got nothin' on me
Nothin', why?
Because it's evolution, baby!
I am ahead, I am advanced
I am the first mammal to make plans, yeah
I crawled the earth, but now I'm higher
2010, watch it go to fire
It's evolution, baby
Do the evolution
Come on, come on, come on"
Red Bar,"We're all crazy
We're all crazy and we're
We're all crazy and we're
We're all crazy and we're
We're all crazy and we're
We're all crazy and we're
We're all crazy and we're"
MFC,"Sliding out of reverse into drive.
This wheel will be turning right, then straight.
Off in the sunset she'll ride.
She can remember a time, denied.
Stood by the side of the road.
Spilled like wine now.
She's out on her own and line high.
There's no leaving here.
Ask I'm an ear.
She's disappeared, now. Oh...
They said that timing was everything.
Made him want to be everywhere.
There's a lot to be said for nowhere.
There's no leaving here.
Ask I'm an ear.
He's disappeared now.
There's no leaving here.
Ask I'm an ear.
Fuck it. We'll disappear, now."
Low Light,"Clouds roll by.
""Reeling,"" is what they say.
Or is it just my way?
Wind blows by.
Low light. Sidetracked. Low light.
Can't see my tracks your scent way back.
Can I be here all alone?
Clear a path to my home.
Blood runs dry.
Books and jealousy tell me wrong.
I will feel calm.
Poise blows by.
Low light. Car crash. Low light.
Can wear my mask. Your first my last.
Voice goes by.
Two birds is what they'll see getting lost upon their way.
Wind rolls by.
Low light. Eye sight. Low light.
I need the light. I'll find my way from wrong.
What's real? The dream I see."
In Hiding,"I shut and locked the front door
No way in or out
I turned and walked the hallways
And pulled the curtains down
yeah I knelt and emptied the mouths of every club around
But nothing's sound
nothing's sound
I'd stay where my last step left me
Ignored all my rounds
Soon I was seeing visions and cracks along the walls
They were upside down
I swallow the truth to keep from lying
I swallow my face just to keep from biting
Yeah, I swallowed my breath, I went deep,
I was diving, I was diving
Yeah, I surfaced when all of my being was enlightened
I'm in hiding
I'm in hiding
I'm in hiding
I'm in hiding
It's been about three days now
Since I've been above ground
i'm no longer overwhelmed and it seems so simple now
Yeah, it's funny how things change so much
It's all state of mind
I swallow the truth to keep from lying
I swallow my face just to keep from biting.
I, I am, I swallow my breath, I went deep,
I was diving, I was diving
Yeah, I surfaced when all of my being was enlightened
Now I'm in hiding
Now I'm in hiding
Now I'm in hiding
Now I'm in hiding
Now I'm in hiding
Now I'm in hiding
Now I'm in hiding"
"Push Me, Pull Me","(Get me outta here... If reality is what I see...)
I had a false belief. I thought I came here to stay.
We're all just visiting. All just breaking like waves.
The oceans made me, but who came up with love?
Push me pull me, push me. Or pull me out.
Push me pull me. Or pull me out. (x2)
So if there were no angels would there be no sin?
Huh, you better stop me before I begin.
But let me say.
If I behave can you arrange a spacious hole in the ground?
Somewhere nice. Make it nice.
Where the land meets high tide.
Push me pull me. Or just pull me out.
Push me pull me.
Push me or pull me. Or pull me out.
Push me pull me, out.
Like a cloud dropping rain I'm discarding all thought.
I'll dry up leaving puddles on the ground.
I'm like an opening band for the sun.
Push me pull me. Or just pull me out.
Push me pull me. Push or pull me out.
Push me pull me. Just pull me out, out, out.
Push me pull me, out.
I've had enough, said enough, felt enough, I'm fine now.
Push me pull me. See ya later..."
All Those Yesterdays,"Don't you think you oughtta rest?
Don't you think you oughtta lay you head down?
Don't you think you want to sleep?
Don't you think you oughtta lay your head down, tonight.
Don't you think you've done enough?
Oh, don't you think you've got enough? Well, maybe yea.
You don't think there's time to stop.
There's time enough for you to lay your head down, tonight.
Tonight.
Maybe it'll wash away all those yesterdays.
What are you running from?
Taking pills to get along.
Creating walls to call your own.
So no one catches you drifting off and doing all the things that we all do.
Oh, let it wash away all those yesterdays.
All those yesterdays. (All those yesterdays. All those yesterdays.)
All those paper plates. (All those yesterdays. All those yesterdays.)
You've got time. You've got time to escape.
There's still time. It's no crime to escape.
It's no crime to escape.
It's no crime to escape.
There's still time so escape. It's no crime, crime...
All those yesterdays.
All those yesterdays.
All those yesterdays.
All those yesterdays.
All those yesterdays.
All those yesterdays.
All those yesterdays.
All those yesterdays.
All those yesterdays."
Sometimes,"Large fingers pushin' paint...
You're God and you got big hands...
The colors blend...
The challenges you give man...
Seek my part...devote myself...
My small self...like a book amongst the many on a shelf...
Sometimes I know sometimes I rise
Sometimes I fall sometimes I don't
Sometimes I cringe sometimes I live
Sometimes I walk sometimes I kneel
Sometimes I speak of nothing at all...
Sometimes I reach to myself, dear God..."
"Hail, Hail","Ah, is there room for both of us? Both of us apart?
Are we bound out of obligation? Is that all we've got?
I get the words and then I get to thinking.
I don't want to think, I want to feel.
And how do I feel? And how do I...
If you're the only one will I never be enough? Yeah.
Hail hail the lucky ones. I refer to those in love. Yeah.
Oh, how I'll love you til the day I die and beyond.
Are we going to the same place? If so can I come?
It's egg rolling thick and heavy. All the past you carry.
Oh, I could be new. You underestimate me.
If you're the only one will I never be enough? Yeah.
Hail hail the lucky ones. I refer to those in love. Yeah.
I sometimes realize I could only be as good as you'll let me.
Are you woman enough to be my man? Bandaged hand in hand.
I find it on the run in a race that can't be won. Yeah.
All hail the lucky ones. I refer to those in love. Yeah.
If you're my only one, so could you only one?
I want to be your one. Enough! You won no one. You're one."
Who You Are,"Come to send. Not condescend.
Transcendent to consequences.
To transcend where we are.
Who are we? Who we are.
Trampled marks on your souls.
Changes, all you're a part.
Seen it all. Not at all.
Can't defend fucked up men.
Take me for a ride before we leave.
Circumstance. Clapping hands.
A driving winds. Happenstance.
Off the track, in the mud.
That's the moss in the aforementioned verse (I changed this from what you have)
And a little... Wow... And a little...
Just a little time before we leave.
Stop light plays its part so I would say you've got a part.
What's your part? Who you are.
You are who who you are."
