song_title,lyrics
Turn Back the Pages,"I thought I knew you But I did not know myself Went down the wrong road Leading to the past I know you're trying To rearrange your mind But when you're lying Do you laugh in my face Turn back Turn back the pages Who remembers names, who remembers faces Turn back Don't drive yourself crazy Life's too short for ritualistic chases Maybe tomorrow Find the time to cry And in your sorrow See the mirror it doesn't lie Just like the last time Try to pull me down You are the past time And you're blind and deaf to sound So turn back Turn back the pages Who remembers names, who remembers faces Turn back Don't drive yourself crazy Life's too short for repetitious changes Turn back Turn back Turn back Turn back Turn back No use denying You wasted time And caused me crying And the bitterness to hide Just trying to prove Don't need nobody else You're bound to lose Lying to yourself Turn back Turn back the pages Who remembers names, who remembers faces Turn back Don't drive yourself crazy Life's too short for ritualistic chases Turn back turn back Turn back turn back Turn back turn back Turn back turn back (the pages) Turn back turn back Turn back turn back Turn back turn back Turn back turn back Turn back turn back Turn back turn back Turn back turn back Turn back turn back..."
All Those Dreams,"When the morning comes and youâ€™re still sleepin' With all those dreams in your pretty head I light a fire while the sun comes creepin' All across the meadow bed The old clock has stopped, no longer ticking No longer counting every second Out by the car our snowman's melting Nothin' can bring him back now His smile a twig and his nose a cucumber His eyes two pine cones looking out We got pictures of him like two little kids laughin' In the snow we were walking hand in hand We went lookin' for a big surprise And when we found before our eyes Two white elks grazing on the green We heard the honkers comin' Landing on the lakes of summer Nesting there and waiting for a dream When the morning comes and youâ€™re still sleepin' With all those dreams in your pretty head I light a fire and the sun comes creepin' All across the meadow bed"
Glimmer,"When Iâ€™m riding down the road in my car travelin' without you I can still see you sittinâ€™ there, right by my side With the headlights of the oncoming cars flashin' in the windshield Thereâ€™s a glimmer of everything that I once saw in you Tough love can leave you almost alone But new love brings back everything to you All the feelings in your heart come re-awakened Like a forest without leaves on itâ€™s trees standing in the desert Like the light that still leaks through when you close the door Like the changes in our life that hits so hard that day I couldnâ€™t find you Thereâ€™s a glimmer of everything good that once came before Tough love can leave you almost alone But new love brings back everything to you All the feelings in your heart come reawakened And thereâ€™s a glimmer of everything good that once came before Thereâ€™s still a glimmer of everything that I first saw in you"
I Want to Drive My Car,I wanna drive my car I wanna drive my car Further and further on down the road I wanna drive my car I need a place to go I need a place to go Further and further on down the road I need a place to go I gotta find my way I gotta find my way Further and further on down the road I gotta find my way I wanna drive my car I wanna drive my car Further and further on down the road I wanna drive my car I gotta find some fuel I gotta find some fuel Further and further on down the road I gotta find some fuel
I'm Glad I Found You,So many people donâ€™t understand What itâ€™s like to be like me But Iâ€™m not different from anyone else Iâ€™m glad I found you Itâ€™s not that we got anything new Itâ€™s not that itâ€™s any better or worse The way life treats us is a blessing and a curse Iâ€™m glad I found you When youâ€™re walking in a crowded place Iâ€™ll try to hide you and give you space And Iâ€™ll protect you from the things that come Iâ€™m glad I found you The other day when you took my hand We walked away to the promised land When I feel your soul in mine Iâ€™m glad I found you Glad I found you in this sad world Where so many things have gone wrong It took me so long just to find you Right where we belong Iâ€™m glad I found you in this mad world Youâ€™re a lifeline to me And when I hold you I will shield you From the things that we both see So many people donâ€™t understand What itâ€™s like to be like me But Iâ€™m not different from anyone else Iâ€™m glad I found you Iâ€™m glad I found you Iâ€™m glad I found you
Like You Used to Do,"Someday youâ€™ll want me Someday we'll get back there Someday youâ€™ll see me like you used to do I got my problems But they mostly show up with you Someday youâ€™ll see me like you used to do I couldnâ€™t satisfy you Just couldnâ€™t show you my love But I kept on trying Yeah, I tried and I tried And as the time went by You just didnâ€™t want it no more Yeah, some day youâ€™ll want me Someday youâ€™re gonna get back there Someday youâ€™re gonna need me like you used to do"
Plastic Flowers,"In the summertime we met to see a threat That came to harm something we both loved And as the hours passed we talked until at last It came the time to part I was doing well and I thought she liked my style I had no business thinking like that but it lasted quite a while I got my promises made but before the timeless father I showed plastic flowers to Mother Natureâ€™s daughter She held a vase, her misty gaze brought them to life I was amazed, she turned to me with a tear in her eye We went to give our thanks along the river banks And watched the water flow as it rolled along She scooped some river sand and held it in her hand And sang a little song We saw the water lines left there from ancient times I watched the sand falling through her fingers On the shore so dry I was doing well, and I thought she liked my style I had no business feeling like that but it lasted quite a while I got my promises made but before the timeless father I showed plastic flowers to Mother Natureâ€™s daughter"
Say Hello to Chicago,"When the blues moved north to Chicago they came And I caught some myself in this blind alley and rain Close to the L with its clattering train Near an old ornate theater where I soon will be playing I soon will be playing So I said hello for you, when I saw a stylish girl Walking by on the sidewalk with her hair in a swirl From the wind that was growing at the end of the day And I wondered what would be coming my way What would be coming my way Coming my way You know I been to Chicago, I was here once before And the rain kept on pounding outside the stage door I was singing and drinking with love in my heart I was younger and stronger while life played itâ€™s part While life played itâ€™s part Life played itâ€™s part Life played itâ€™s part Let us not be strangers if we come to know Things about each other that seem to come and go â€˜Cause friendship is everything if love is to last And I have my guard down and love passes fast Love passes fast Love passes fast Love passes fast Say hello to Chicago Say hello to Chicago Say hello to Chicago Say hello to Chicago"
Tumbleweed,"Tumbleweed Your inner spirit is a peace sign to me Life is full of little tricks and We can always pick up sticks and build again Thatâ€™s what we do Harmony The way we hold on when we tumble through the night Life is full of strange delights and In the darkness we find lights to make our way Back home again Tumbleweed Iâ€™m baring my soul to you Tumbleweed Itâ€™s all that Iâ€™ve got thatâ€™s true Bite me now With your confusion, your happiness and delight It will only hurt a moment Then itâ€™s gone and you can see thereâ€™s nothing left To leave a mark Animal Care for your kind, in the way you always do When the flower moon is shining Itâ€™s eclipse and your lips smiling comfort me And I comfort you Tumbleweed Your inner spirit is a peace sign to me"
Broken Arrow - Live - Canterbury House 1968,"The lights turned on and the curtain fell down And when it was over, it felt like a dream They stood at the stage door and begged for a scream The agents had paid for the black limousine That waited outside in the rain Did you see them? Did you see them? Did you see them in the river? They were there to wave to you Could you tell that the empty-quivered Brown-skinned Indian on the banks That were crowded and narrow Held a broken arrow? Eighteen years of American dream He saw that his brother had sworn on the wall He hung up his eyelids and ran down the hall His mother had told him a trip was a fall And don't mention babies at all Did you see him? Did you see him? Did you see him in the river? He was there to wave to you Could you tell that the empty-quivered Brown-skinned Indian on the banks That were crowded and narrow Held a broken arrow? The streets were lined for the wedding parade The queen wore the white gloves, the county of song The black-covered caisson her horses had drawn Protected her king from the sun rays of dawn They married for peace and were gone Did you see them? Did you see them? Did you see them in the river? They were there to wave to you Could you tell that the empty-quivered Brown-skinned Indian on the banks That were crowded and narrow Held a broken arrow?"
Nowadays Clancy Can't Even Sing - Live - Canterbury House 1968,"Hey, who's that stomping all over my face? Where's that silhouette I'm trying to trace? Who's putting sponge in the bells I once rung? Taking my gypsy before she's begun? To sing in the meaning of what's in my mind Before I can take home what's rightfully mine Joining and a-listening and talking in rhymes Stopping the feeling to wait for the time Who's saying baby, that don't mean a thing? 'Cause nowadays Clancy can't even sing Who's all hung up on that happiness thing? Who's trying to tune all the bells that he rings? And who's in the corner and down on the floor? With pencil and paper just counting the score Who's trying to act like he's just in-between? The night isn't black if you know that it's green But don't bother looking, you're too blind to see Who's coming on like he wanted to be? And who's saying baby, that don't mean a thing? 'Cause nowadays Clancy can't even sing And who's coming home on old ninety-five? Who's got the feeling to keep him alive? Though having it and sharing it ain't quite the same It ain't a gold nugget, you can't lay a claim Who's seeing eyes through the crack in the floor? There it is, baby, don't you worry no more Who should be sleeping, but is writing this song? Wishing and a-hoping he weren't so damned wrong Who's saying baby, that don't mean a thing? 'Cause nowadays Clancy can't even sing Who's saying baby, that don't mean a thing? Nowadays Clancy can't even sing"
Out of My Mind - Live - Canterbury House 1968,"Out of my mind And I just can't take it anymore Left behind By myself and what I'm living for All I hear are screams from outside the limousines That are taking me Out of my mind Through the keyhole in an open door Happy to find That I don't know what I'm smiling for Tired of hanging on If you've miss me, I've just gone 'Cause they're taking me Out of my mind"
"It Takes a Lot to Laugh, It Takes a Train to Cry","Well, I ride on a mail train Can't buy me no thrill Well, I've been up all night Leanin' on the windowsill Well, if I die On top of the hill If I don't make it You know my baby will Hit it! Don't the moon look good, mama Goin' down over the trees? Don't the brakeman look good, mama Flagging down the ""Double E""? Don't the sun look good Goin' down over the sea? Don't my gal look fine When she's comin' after me? Play it now, Stephen Ah, pick it, Wilson Aah-aah, aah-aah-aah Hit it one more time, now Now the wintertime is coming The windows are all filled up with frost I tried to tell everybody But I could not get across Well, I wanna be your lover, baby I don't wanna be your boss Don't say I didn't warn you When your train gets lost A-na-na-na-na, yeah A-na-na-na-na, yeah A-na-na-na-na, yeah A-na-na-na-na, yeah..."
Man's Temptation,"You know sometimes Another woman come into your life You got to forsake what you have at home You don't know what youâ€™re doing 'Cause you love that little one that's home And thatâ€™s what this song is all about One more time to test the will power of me This feeling that I hold inside just won't let me be You know this woman just won't leave me alone She's trying to ruin my happy home With man's temptation Well I've got a lover back home She's the beat in my heart You know I think so much so much in love I never thought we'd drift apart To each other we had been so true Til along, come a woman like you With manâ€™s temptation I know Iâ€™ve got to be strong I've got to stand up, where I belong Iâ€™m so afraid for what I must do I've got to choose my woman or you Well I've got a feeling telling me Let your heart be your guide But you know I'm so much in love with either one Which makes it hard to decide Though my mind, my mind continue to roam You know my heart is stayin right here at home To control my temptation Sorry little miss, yes, hey, hey Thatâ€™s the way it is Sorry I can't stay, hey, hey You know I've got to be moving on... I've got to get away I've got to, I've got to I've got to keep on moving, hey heyyyyy I've got to stay away from them people I've got to keep I've got to keep everything at home right now And leave the other stuff alone"
Season of the Witch,"When I look out my window, There's so many sights to see When I look in my window, There's so many people to be That it's strange, yeah I think it's strange right now You've got to pick up every stitch â€“ you do now You've got to pick up a-every stitch right now You've got to pick up a-every stitch â€“ hey, hey Oh no! Hey, must be the season of the witch Hey, hey, yeah â€“ must be the season of the witch When I look over my shoulder, What do you think I see? Somebody looking over, Over his shoulder at me And it's strange I know, it's strange It's so very very strange right now So so so strange She gotta pick up every stitch â€“ yes she gotta Gotta pick up every stitch right now, ah Ya gotta pick up every stitch, people You see the, see the rabbits running in the ditch now Now, now a filthy beatnik man's out to make it rich, ah Hey, you gotta pick up every stitch, people â€“ ohh, no! It must be the season of the witch Ooh, hey, hey... It must be the, it must be the, it must be the, must be â€“ The season of the witch Hey hey hey! Hey, hey, I know... Yes, I do A rabbit, rolling in the ditch You've gotta look out right now That's why I keep running, hey Da-da-daaay... and so I know, we gotta keep on Got to keep on Hey, got to look out Hey, got to look out Don't worry, huh I know it's that time... When I look out my window, There's so many sights to see And when I look in my window, yeah, There's so many people to be You know I think it's strange, people It's got to be very strange right now You've got to pick up, you've got to pick up You've got to pick up every stitch You've got to pick up every stitch right now I can see that the rabbit, you know, is running in the ditch Stoned beatnik, out to make it rich You've got to pick, you've got to pick every stitch Listen to me now â€“ oh, no! No! No! Oh, no! Must be the season of the witch Hey, hey â€“ it's gotta be it It's gotta be, yeah, it's gotta be, It's gotta be the season... You know â€“ it's open season now You know, the season â€“ of the witch Play on... Well, alright..."
Stop,"You better stop it babe You better stop it babe Stop your jivin' 'round Stop it baby Stop your doggin' 'round Stop Baby can't you see that I can't take it no more Stop Now baby can't you see I'm 'bout to go through the floor Never knew how good love could be Love done gone and made a damn fool of me Everything is hazy One more kiss and you drive me crazy baby Baby stop Hold it just a minute while I go catch my breath Stop Baby can't you see I'm bout to scare me half to death Thought I was the captain of my ship Oh yeah love has gone and made me lose my grip Everything is hazy One more kiss and you drive me crazy baby Stop, stop, stop, stop Stop Baby can't you see that I can't take it no more You know how I'm feelin' baby Stop Baby can't you see I'm bout to go through the floor Never knew how good love could be Love done gone and made a damn fool of me Everything is hazy One more kiss and you drive me crazy baby Stop, stop, stop, stop Your jivin' baby Your messin' around Until mornin' time Stop it baby Everyday, yeah Stop your jivin' around Stop, stop, stop, stop, stop, stop"
Ohio (Neil Young),"Tin soldiers and Nixon coming We're finally on our own This summer I hear the drumming Four dead in Ohio Gotta get down to it Soldiers are cutting us down Should have been done long ago What if you knew her And found her dead on the ground How can you run when you know? Na, na, na, na, na, na, na, na Na, na, na, na, na, na, na, na Na, na, na, na, na, na, na, na Na, na, na, na, na, na, na, na Gotta get down to it Soldiers are cutting us down Should have been done long ago What if you knew her And found her dead on the ground How can you run when you know? Tin soldiers and Nixon coming We're finally on our own This summer I hear the drumming Four dead in Ohio Four dead in Ohio Four dead in Ohio Four dead in Ohio Four dead in Ohio Four dead in Ohio Four dead in Ohio Four dead in Ohio Four dead in Ohio Four dead in Ohio Four dead in Ohio"
Another Broken Heart,"Day after day I see you slipping into darkness and I wanna know Are you okay Or are you looking for another place that you can go For good advice Or just a friendly face that you can pour your heart out to And pay the price To find the difference between something old and something new And when I sing my song Tell me if, sweet girl, it makes you cry Cuts you deep and tears you apart And will you let love try? No, you say you're not that strong And you don't need another broken heart No, you don't need another broken heart Night after night I feel the dawning of a morning coming around the bend Are you alright Or are you feeling that your future's coming to an end? Keep hanging on The life you're leading's taking you to places never known You could be wrong Maybe your soul is pleading for a chance to be alone And when I sing my song Tell me if, sweet girl, it makes you cry Cuts you deep and tears you apart And will you let love try? No, you say you're not that strong And you don't need another broken heart No, you don't need another broken heart Broken heart Do you want another love affair to start? You don't need You don't need another Another broken heart Time after time Take a moment and decide just where you want to be Draw the line Seize the day and find the future that you want to see It must be hard To leave a life you've loved and wanted with your heart and soul So find a love To help you deal with all the torment taking such a toll And when I sing my song Tell me if, sweet girl, it makes you cry Cuts you deep and tears you apart And will you let love try? No, you say you're not that strong And you don't need another broken heart You don't need another broken heart No, you don't need another broken heart Broken heart Broken heart Another broken heart Another broken heart Broken heart Broken, broken heart"
Back Home,"Look inside, and you will find you Take your time, 'cause time will take you From your sky, the sun is falling But Mother Earth will soon be calling you Back home Dust to dust, ashes to ashes At the speed of light, time slowly passes And at the end, I guess nothing matters You lived your life before the wind Scattered you back home As the curtain is falling And you sing your last song May the circle be unbroken As the band plays on and on Take a load off Lay your burden down Ah Ah As the curtain is falling And you sing your last song May the circle be unbroken As the band plays on Take a load off Take a load off Lay your burden down Lay your burden down From your eyes, the light is fading And no one knows what will be waiting So take a breath and take another And your soul will fly across the border Taking you back home"
Beneath the Waves,"Here in the same boat With danger from the falling sails Trying to keep ourselves afloat By laughing at the howling gales Standing in the same shoes Frightened by the same fears How much more are you going to lose? How much pain for how many tears? Fifty years before the mast How long will it last Before sinking Beneath the waves Beneath the waves Sharing the same space Breathing in the same air Thinking all the same thoughts How to help and why to care Living in the same world A world that's full of love and lies A world that really doesn't care If we live or if we die Oh Fifty years before the mast How long will it last Before sinking Beneath the waves Beneath the waves Beneath the waves Rolling over read the weight of the water in my ears Holding my breath, it's causing me pain for so many years So many years Beneath the waves Beneath the waves Beneath the waves Yeah, yeah Ah Ah Ah"
Cracks in the City,Through the cracks in the city I can see the sad traces Of yesterday's empires With tomorrow's bad dreams They'll come back to haunt us Like the gaze in a mirror Reflecting the stakes that we took to extremes Oh The cracks in the city Will trap us and trip us Making us fall to the ground that we love And through the cracks in the city I can hear voices calling Taking us all from below to above To above So I will follow this path That my life lays before me That yesterday's hero Never dared to dream About the stories and tales All the long hidden memories That sound like the echoes Of a tale told between Oh Between the cracks in the city Will trap us and trip us Making us fall to the ground that we love And through the cracks in the city I can hear voices calling Taking us all from below to above To above The search for oblivion Starts out in the daylight Listening to people All trying to be first But dreaming in darkness Will offer no solace When all the king's horses Are dying of thirst Oh The cracks in the city That will trap us and trip us Making us fall to the ground that we love And through the cracks in the city I can hear voices calling Taking us all from below to above To above
Encore,"Whatcha gonna do When the last show is over? And whatcha gonna do When you can't touch base? And whatcha gonna do When the applause is all over And you can't turn your back On what you face? And who you gonna be When the lights are all fading? And who you gonna be When the band comes off? And who you gonna be When your heart is still aching And you can't shrug it off With just a laugh? Encore, encore The last song is over More, more The crowd's on its feet Sure, sure Adulation is so pleasing Encore, encore And whatcha gonna say To the last person leaving? And whatcha gonna say When the light is turned off? Whatcha gonna do If you stop believing That you can't seem to find What might be lost? And how you gonna feel If friends follow fortune? How you gonna feel If the music dies? How you gonna live With a soul sadly sighing Into the wind that is our life? Encore, encore The last song is over More, more The crowd's on its feet Sure, sure Adulation is so pleasing Encore, encore"
Fire Down Below,"Dogs in the distance Howling and barking Breaking the silence between us And off in the night I can feel something coming That might overwhelm but relieve us Lying awake with my heart in my hand I'm feeling a fire down below me What will I do when the morning is here? Will I see what the world has to show me? Fire down below Fire down below Fire in the heaven above me All I can ask of Whoever you are All I can ask is you love me All of my senses go into this focus A pinpoint of light at the center Burning a hole in the man that I am I'm a seeker, a friend, and a lover Cause there's a fire down below Fire down below Fire in the heaven above me All I can ask of Whoever you are All I can ask is you love me There's a fire down below Fire down below Fire in the heaven above me All I can ask of Whoever you are All I can ask is you love me"
Golden Days,"I used to be in a band Made up of my friends We played across the land When music had no end And so beginning We sang with all our hearts And everything we had Everything we gave Came back to everyone In the olden days Songs with soul And words with so much hope For a brighter day Oh, I know That people hurt But they tried to find a way Through those broken days But nowadays it seems That we all need to care And follow all our dreams And answer all our prayers What happened to ""All You Need Is Love""? And time will always pass There goes another day So slowly yet so fast That you can lose your way To these golden days Songs with soul And words with so much hope For a brighter day Oh, I know That people hurt But they tried to find a better way To these golden days Olden days Broken days Golden days"
Mississippi Burning,"High on a hillside out of town My grave just cannot hold me Lying still beneath the stars I am cold and I am lonely Kill me quickly or kill me slow My friends are not here with me Lying over yonder in the soil And both were murdered with me Long and scorching summer days With Mississippi burning Black and white and white and black Their world will keep on turning Mississippi burning Clouds come tumbling down Truth be told it's turning And I'm turning in the ground Sail on, sail on Up this mighty river Lay my soul to rest God will deliver Mississippi burning Clouds come tumbling down Truth be told it's turning And I'm turning in the ground Many a good soul lost their life And we were just three of them Arm in arm we stood our ground For something to believe in Lynch the truth it will not die It just comes back to haunt us Tell the truth and do not lie Our memory must be ageless Sail on, sail on Up this mighty river Lay my soul to rest God will deliver Sail on, sail on Up this mighty river Lay my soul to rest God will deliver"
Myself at Last,"Light is slowly fading And the night comes on so fast I'm drowning in my dreams It's so hard to fight the past When all is said and done It's so hard to count the cost When I'm rolling down This lonesome road To lose myself at last And the day that breaks before me May never be surpassed And the question haunting me Is my future just my past? So I'm screaming at the universe Just enough to make her laugh And I'm rolling down This lonesome road To lose myself at last And with everything I've ever done Well, I've tried to be my best But everyone I've ever known Has been some kind of test When everything is said and done It's so hard to find what's lost I'm rolling down This lonesome road To lose myself at last My dreams are only memories But they've all gone by so fast I was drifting on an ocean blue Like a ship without a mast And then you came and rescued me And you saved my soul at last From rolling down This lonesome road To find myself at last I'm rolling down This lonesome road And I've found myself at last I've found myself at last"
Target,"I am an archer With my arrows and a bow And I'm taking aim upon your heart By now, I'm sure you know That the arc of my arrows cut Through air and space and light Aiming at your very soul My target tonight And I hope my aim is true And that you never feel a thing As my arrow flies to find you Bringing love's eternal sting And though we are connected by A sparkling silver light The distances between the clouds My target tonight Ooh My target tonight Ooh Ooh My target tonight Ooh When I turn my eye towards you My quiver feels so full The bow is taut And I'm feeling the pull My dream appears before me in The early morning light 'Cause there you are beside me My target tonight Ooh My target tonight Ooh Ooh My target tonight Ooh"
The Last Fall,"It all starts to happen with the sun going down When the light gently falls and fades away And the air hangs heavy with the scent of your soul As it's saying goodbye to the end of the day And it all begins with the kiss of a lifetime That's never been given and never will alone And is it God given mercy, this absence of touch? Should you love me at all, could I love you this much? And I'm hearing your heartbeat from the distance of memory And with half of my heart I respect your sad call You can be who you are in this time of your trouble This time that we're sharing before the last fall And as I sit here and wonder about the fate of my being And the weight of my seeing you so far away But I refuse to go under this part of my loneliness When all of this heartache is heading my way I'm seeing your soul through the eyes of eternity When all my resistance is fading away And from the depths of this hole I can't deal with your agony Hoping to help you in any way And I'm hearing your heartbeat from the distance of memory And with half of my heart I respect your sad call But you can be who you are in this time of your trouble This time that we're sharing before the last fall And from where I am standing what looks like adversity May be anxiety wrapped up in fear Of failing to recognize the heartbeat of someone Of someone who wants you and sees you so clear I can only tell you to follow your feelings And follow your heart to the end of the road And you may find out when you finally get there And open a window, a-close up the door And I'm hearing your heartbeat from the distance of memory And with half of my heart I respect your sad call You can be who you are in this time of your trouble This time that we're sharing before the last fall"
This Path Tonight,"Where are we going? Where are we going? In my waking days of wonder All my ways of wrong and right Without my dreams of clouds and thunder I wander down this path tonight All these dangers of destruction Fill my breath with life and light I drink it deep and think about us On this path tonight This path tonight Where will it lead me? Crumbling rock and stones on fire This path tonight You better believe it I'm stumbling to my heart's desire On this path tonight I try to question all the answers Try to answer all that's asked I try my best to be myself But wonder who's behind this mask I'll take care of all my problems Comfort in my soul's delight I may not know just where I'm going But I'm on this path This path tonight Where will it lead me? Crumbling rock and stones on fire This path tonight You better believe it I'm stumbling to my heart's desire On this path tonight What will I do with all these feelings? Will my heart behave tonight? This time is not like any other Will I flee, or will I fight? No one knows just how I'm dealing With this heart that's not for hire It's got me rocking, got me reeling And I feel like I'm on fire This path tonight Where will it lead me? Crumbling rock and stones on fire This path tonight You better believe it I'm stumbling to my heart's desire On this path tonight Where will it lead me? Crumbling rock and stones on fire This path tonight Well, you better believe it I'm stumbling to my heart's desire On this path tonight This path tonight On this path tonight Yeah Where are we going? Where are we going? Down this path tonight Down this path tonight Down this path tonight"
Beaucoup Yumbo,"Down where the moss grow on the oak tree There's a bayou woman she waits for me She treats me nice and she makes good gumbo C'est ma femme out Je t'aime I love her so C'est beaucoup yumbo And she'll lead the way once you Know where you're goin' She gotta soft sway, Does it without knowin' She treats me nice and she makes good gumbo C'est ma femme out Je t'aime I love her so C'est beaucoup yumbo And I don't mind telling you that Everything feels better When I'm with my woman make me Strong and for sure more together There's a yellow swamp steady as you're goin' 'Round that next bend the cypress never knowin' Listen to the music of the river flowin' Like the deep Mississippi current she always knowin' She treats me nice and she makes good gumbo C'est ma femme out Je t'aime I love her so C'est beaucoup yumbo Ã‚Â©1978 Gold Hill Music, Inc. (ASCAP) All Rights Reserved. Used By Permission Drums: Joe Vitale Bass: George (Chocolate) Perry Guitar: Stephen Stills Piano: Mike Finnigan Vocal: Stephen Stills Horns & Strings: Mike Lewis and Stephen Stills Recorded by Michael Braunstein"
Can't Get No Booty,"Can't get no booty can't get no booty Can't get no booty can't get no booty I can't see it anyway Because I've always been such an easy prey Can't get no booty can't get no booty Try'n and try'n again No matter how hard I shake my tailfeather In your face All I can think of it's such a disgrace There's so much good man goin' to waste Maybe it's because of the clothes I wear maybe it's the Palmade on my hair Can't get no booty can't get no booty Is it the way I talk maybe it's the way I walk Is it the way I think maybe it's just the way I speak Can't get no booty can't get no booty Can't get no booty can't get no booty Having trouble seeing through your shades What you been reading 'bout me in the trades? Trying to make myself perfectly clear It's not the inches, it's the engineer And when I'm running my strongest way What is the feeling that you can't fake Maybe it's the tattoo on my face Maybe it's that I just know my place Can't get no booty can't get no booty Can't get no booty can't get no booty"
Lowdown,"Feel such misery and I don't know why Feel so bad I'm surprised I'm not Condemned to die I never thought that heartbreak Could bring such pain Guess that's what it's like when you See different things And I'm a-lowdown Get me out of this place And I'm lowdown Like a hole in space And I'm lowdown Spirit movin' at a dreadful pace Slowly dyin' I can see it in my face Sadness and anger all that keeps me goin' Tired of nothin' but my outsides showin' And I'm lowdown Dying embers of a fire Sputtering tears of a lost desire Hangin' on to hope that just might be But I feel like I'm hangin' from a dyin' tree And I'm lowdown And I'm lowdown lowdown Get me out of this place And I'm lowdown lowdown Like a hole in space And I'm lowdown and I'm lowdown Ã‚Â©1978 Gold Hill Music, Inc. (ASCAP) All Rights Reserved. Used By Permission Drums: Joe Vitale Bass: George (Chocolate) Perry Guitar: Stephen Stills Piano: Mike Finnigan Vocals: Stephen Stills, Joe Vitale, George (Chocolate) Perry, Mike Finnigan Brooks Honeycutt, Verna Richardson, Lisa Roberts Horns & Strings: Mike Lewis and Stephen Stills Recorded by Michael Braunstein"
Midnight Rider,"I've got to run to keep from hiding And I'm bound to keep on riding; And I've got one more silver dollar But I'm not gonna let 'em catch me, no Not gonna let 'em catch the midnight rider I don't own the clothes I'm wearing And the road goes on forever And I've got one more silver dollar But I'm not gonna let 'em catch me, no Not gonna let 'em catch the midnight rider I've gone by the point of caring Some old bed I'll soon be sharing And I've got one more silver dollar But I'm not gonna let 'em catch me, no Not gonna let 'em catch the midnight rider No, I'm not gonna let 'em catch me, no Not gonna let 'em catch the midnight rider; No, I'm not gonna let 'em catch me no No, I'm not gonna let 'em catch the midnight rider Ã‚Â©1970 No Exit Music Co. Inc. (BMI) All Rights Reserved. Used By Permission Drums: Joe Vitale Bass: George (Chocolate) Perry Guitar: Stephen Stills, Gerry Tolman Piano: Mike Finnigan Vocals: Stephen Stills, Dave Mason Horns & Strings: Mike Lewis and Stephen Stills Percussion: Joe Lala Recorded by Michael Braunstein"
Not Fade Away,"When I get restless What can I do? When I need someone I think about you I got to move on Not fade away I'm only just growing a little each day I got to quit this running round Never gonna get rid of these blues I got to find somebody to love Slow me down, yeah Look out now Sit yourself down Take a look around Sit yourself down Take a look around Sit yourself down Take a look around Sit yourself down Take a look around When I get older Mellow down Get myself settled on a patch of ground Taking it easy Live every day Me and the raven We make our way I got to quit this running round I'm never gettin rid of these blues I got to find somebody to Make me slow down, yeah Look out Sit yourself down Take a look around Sit yourself down Take a look around Sit yourself down Take a look around Sit yourself down Take a look around Sit yourself down Take a look around Sit yourself down Take a look around Sit yourself down Take a look around Sit yourself down Take a look around Sit yourself down Take a look around"
Thoroughfare Gap,"Sometimes I consider my pace I'm reminded of a train gathering speed for the climb to the pass; In whose shadow it already lies A small metal dragon approaching the ever present ascending rise To the Seventh Mountain Reeling and snaking and leaping it seems That it wants to come loose from it's path cast in iron; But you can't slow down now As the Earth has presented a new crest to reach Without barely a rest from the last one Can you wonder what lies beyond? Though you've been there before And forget about the effort and the strain; Always ascending, each yard as a mile To the never ending pull of the steepening grade that's before you It's no matter. No distance. It's the ride A valley, a forest, a desert, a stream And an oversized bridge for the trickle beneath; You remember the torrent it turned to last Spring From the snow melting fast And the river it became in the summer Perhaps it is ruin from a fire that has scorched it So badly that nothing will grow without rain; To wash away the blackened soil Now useless until called upon again In a future as distant and far away as the next range of mountains Then take it as far as you see and beyond With eyes you don't use enough to gather up strength; As Thoroughfare Gap What awaits is whatever you see When you get there of even before; It's no matter. No distance. It's the ride"
Columbus,Better keep your distance from this whale Better keep your boat from going astray Find yourself a partner and treat them well Try to give them shelter night and day 'Cause here in the blue light Far away from the fireside Things can get twisted and crazy and crowded You can't even feel right So I dream of Columbus Every time the panic starts I dream of Columbus With your maps and your beautiful charts I dream of Columbus There's an ache in a traveling heart See how the cormorant swoops and dives Must be a thrill to go that deep Down to the basement of this life Down to where the mermaid gently sleeps Not like here in the blue light Far away from the fireside Where things get twisted and Haunted and crowded You can't even feel right So I dream of Columbus Every time the panic starts I dream of Columbus With your maps and your beautiful charts I dream of Columbus There's an ache in a traveling heart As the tide must ebb and flow I am dragged down under I wait the livelong day For an end to my hunger So I dream of Columbus Every time the panic starts I dream of Columbus With your maps and your beautiful charts I dream of Columbus There's an ache in a traveling heart
Coverage,The TV is talkin' to me It's positive identification But maybe I'm mistaken I talk to my radio I keep it tuned to the all night show I'd give my last dime for coverage But you will not cover me I got a penchant for the printed page I got a mention in the Monday news I was on my last leg When it came through I talk to my radio I keep it tuned to the all night show I'd give my last dime for coverage But you will not cover me No no no no Tune it in to the pale blue light Whispers to me through the night Better love Better lovers Cover cover cover cover Cover cover cover cover Coverage I would have made it sooner see But I got caught up in the dream traffic Blew the demographics I talk to my radio I keep it tuned to the all night show I'd give my last dime for coverage But you will not cover me No. You will not cover me No. You will not cover me
